route_id,service_id,trip_id,block_id,shape_id,trip_headsign
MARS2012E,MARS20SEM,MARS2012E2S10915210017,S109,MARS2012E,
MARS2012E,MARS20SEM,MARS2012E2S13021190029,S130,MARS2012E,
MARS2012E,MARS20SEM,MARS2012E2S13123190033,S131,MARS2012E,
MARS2012E,MARS20SEM,MARS2012E2S14216210019,S142,MARS2012E,
MARS2012E,MARS20SEM,MARS2012E2S15518220023,S155,MARS2012E,
MARS2012E,MARS20SEM,MARS2012E2S17422190031,S174,MARS2012E,
MARS2012E,MARS20SEM,MARS2012E2S17519190025,S175,MARS2012E,
MARS2012E,MARS20SEM,MARS2012E2S18420190027,S184,MARS2012E,
MARS2012E,MARS20SEM,MARS2012E2S1908190003,S19,MARS2012E,
MARS2012E,MARS20SEM,MARS2012E2S209190005,S2,MARS2012E,
MARS2012E,MARS20SEM,MARS2012E2S2611190009,S26,MARS2012E,
MARS2012E,MARS20SEM,MARS2012E2S3312190011,S33,MARS2012E,
MARS2012E,MARS20SEM,MARS2012E2S3607190001,S36,MARS2012E,
MARS2012E,MARS20SEM,MARS2012E2S4110190007,S41,MARS2012E,
MARS2012E,MARS20SEM,MARS2012E2S7813190013,S78,MARS2012E,
MARS2012E,MARS20SEM,MARS2012E2S7914200015,S79,MARS2012E,
MARS2012E,MARS20SEM,MARS2012E2S9817170021,S98,MARS2012E,
MARS2012O,MARS20SEM,MARS2012O1S10915260018,S109,MARS2012O,
MARS2012O,MARS20SEM,MARS2012O1S13021240030,S130,MARS2012O,
MARS2012O,MARS20SEM,MARS2012O1S13123240034,S131,MARS2012O,
MARS2012O,MARS20SEM,MARS2012O1S14216260020,S142,MARS2012O,
MARS2012O,MARS20SEM,MARS2012O1S15518270024,S155,MARS2012O,
MARS2012O,MARS20SEM,MARS2012O1S17422240032,S174,MARS2012O,
MARS2012O,MARS20SEM,MARS2012O1S17519240026,S175,MARS2012O,
MARS2012O,MARS20SEM,MARS2012O1S18420240028,S184,MARS2012O,
MARS2012O,MARS20SEM,MARS2012O1S1908240004,S19,MARS2012O,
MARS2012O,MARS20SEM,MARS2012O1S209240006,S2,MARS2012O,
MARS2012O,MARS20SEM,MARS2012O1S2611240010,S26,MARS2012O,
MARS2012O,MARS20SEM,MARS2012O1S3312240012,S33,MARS2012O,
MARS2012O,MARS20SEM,MARS2012O1S3607240002,S36,MARS2012O,
MARS2012O,MARS20SEM,MARS2012O1S4110240008,S41,MARS2012O,
MARS2012O,MARS20SEM,MARS2012O1S7813240014,S78,MARS2012O,
MARS2012O,MARS20SEM,MARS2012O1S7914250016,S79,MARS2012O,
MARS2012O,MARS20SEM,MARS2012O1S9817220022,S98,MARS2012O,
MARS20144E,MARS20SEM,MARS20144E2S10211180014,S102,MARS20144E,
MARS20144E,MARS20SEM,MARS20144E2S10814180026,S108,MARS20144E,
MARS20144E,MARS20SEM,MARS20144E2S11419490044,S114,MARS20144E,
MARS20144E,MARS20SEM,MARS20144E2S11714480028,S117,MARS20144E,
MARS20144E,MARS20SEM,MARS20144E2S13621460048,S136,MARS20144E,
MARS20144E,MARS20SEM,MARS20144E2S14022460050,S140,MARS20144E,
MARS20144E,MARS20SEM,MARS20144E2S1408160006,S14,MARS20144E,
MARS20144E,MARS20SEM,MARS20144E2S14616190034,S146,MARS20144E,
MARS20144E,MARS20SEM,MARS20144E2S14617480040,S146,MARS20144E,
MARS20144E,MARS20SEM,MARS20144E2S15218480042,S152,MARS20144E,
MARS20144E,MARS20SEM,MARS20144E2S15423460052,S154,MARS20144E,
MARS20144E,MARS20SEM,MARS20144E2S17424460054,S174,MARS20144E,
MARS20144E,MARS20SEM,MARS20144E2S18025460056,S180,MARS20144E,
MARS20144E,MARS20SEM,MARS20144E2S19120460046,S191,MARS20144E,
MARS20144E,MARS20SEM,MARS20144E2S2109170008,S21,MARS20144E,
MARS20144E,MARS20SEM,MARS20144E2S2113180022,S21,MARS20144E,
MARS20144E,MARS20SEM,MARS20144E2S2411480016,S24,MARS20144E,
MARS20144E,MARS20SEM,MARS20144E2S2812180018,S28,MARS20144E,
MARS20144E,MARS20SEM,MARS20144E2S2813480024,S28,MARS20144E,
MARS20144E,MARS20SEM,MARS20144E2S3506460002,S35,MARS20144E,
MARS20144E,MARS20SEM,MARS20144E2S4707160004,S47,MARS20144E,
MARS20144E,MARS20SEM,MARS20144E2S5012480020,S50,MARS20144E,
