shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
JUIN2212E,45.559853,-73.682314,11
JUIN2212E,45.559853,-73.682314,12
JUIN2212E,45.559853,-73.682314,13
JUIN2212E,45.559408,-73.683186,14
JUIN2212E,45.559317,-73.683353,15
JUIN2212E,45.559205,-73.683535,16
JUIN2212E,45.559191,-73.683557,17
JUIN2212E,45.559712,-73.684148,18
JUIN2212E,45.559795,-73.683981,19
JUIN2212E,45.559865,-73.683841,20
JUIN2212E,45.560064,-73.683496,21
JUIN2212E,45.56029,-73.683023,22
JUIN2212E,45.560425,-73.682741,23
JUIN2212E,45.560597,-73.682422,24
JUIN2212E,45.56084,-73.682025,25
JUIN2212E,45.56093,-73.681834,26
JUIN2212E,45.560994,-73.681718,27
JUIN2212E,45.561066,-73.681591,28
JUIN2212E,45.561129,-73.681463,29
JUIN2212E,45.561355,-73.681002,30
JUIN2212E,45.561505,-73.680715,31
JUIN2212E,45.561589,-73.680555,32
JUIN2212E,45.561147,-73.680028,33
JUIN2212E,45.560943,-73.679784,34
JUIN2212E,45.560628,-73.679412,35
JUIN2212E,45.560476,-73.679245,36
JUIN2212E,45.560404,-73.679167,37
JUIN2212E,45.560242,-73.678988,38
JUIN2212E,45.56017,-73.678923,39
JUIN2212E,45.56008,-73.678846,40
JUIN2212E,45.559883,-73.678692,41
JUIN2212E,45.559694,-73.678563,42
JUIN2212E,45.559496,-73.678422,43
JUIN2212E,45.559478,-73.678409,44
JUIN2212E,45.559433,-73.678383,45
JUIN2212E,45.55919,-73.678241,46
JUIN2212E,45.55893,-73.678074,47
JUIN2212E,45.55866,-73.677894,48
JUIN2212E,45.558516,-73.67774,49
JUIN2212E,45.558426,-73.677637,50
JUIN2212E,45.558292,-73.677508,51
JUIN2212E,45.558271,-73.677464,52
JUIN2212E,45.55822,-73.677354,53
JUIN2212E,45.558274,-73.677303,54
JUIN2212E,45.558409,-73.677214,55
JUIN2212E,45.558652,-73.677023,56
JUIN2212E,45.558977,-73.676819,57
JUIN2212E,45.559112,-73.676717,58
JUIN2212E,45.559256,-73.676602,59
JUIN2212E,45.559544,-73.676398,60
JUIN2212E,45.55985,-73.676194,61
JUIN2212E,45.560174,-73.675934,62
JUIN2212E,45.560184,-73.675926,63
JUIN2212E,45.560508,-73.675645,64
JUIN2212E,45.560833,-73.675326,65
JUIN2212E,45.561148,-73.675007,66
JUIN2212E,45.561491,-73.674649,67
JUIN2212E,45.561869,-73.674266,68
JUIN2212E,45.562221,-73.673896,69
JUIN2212E,45.562572,-73.673538,70
JUIN2212E,45.562896,-73.67318,71
JUIN2212E,45.563194,-73.672874,72
JUIN2212E,45.563437,-73.672669,73
JUIN2212E,45.563707,-73.672491,74
JUIN2212E,45.564005,-73.672325,75
JUIN2212E,45.564347,-73.672134,76
JUIN2212E,45.564644,-73.671994,77
JUIN2212E,45.564887,-73.67188,78
JUIN2212E,45.564968,-73.671867,79
JUIN2212E,45.564995,-73.671842,80
JUIN2212E,45.56513,-73.671739,81
JUIN2212E,45.565146,-73.671734,82
JUIN2212E,45.565146,-73.671734,83
JUIN2212O,45.565154,-73.671731,11
JUIN2212O,45.565155,-73.671731,12
JUIN2212O,45.565238,-73.671701,13
JUIN2212O,45.565274,-73.671727,14
JUIN2212O,45.565301,-73.671791,15
JUIN2212O,45.565292,-73.671907,16
JUIN2212O,45.565256,-73.671958,17
JUIN2212O,45.565184,-73.671945,18
JUIN2212O,45.565094,-73.671893,19
JUIN2212O,45.565004,-73.67188,20
JUIN2212O,45.564968,-73.671867,21
JUIN2212O,45.564887,-73.67188,22
JUIN2212O,45.564644,-73.671994,23
JUIN2212O,45.564347,-73.672134,24
JUIN2212O,45.564005,-73.672325,25
JUIN2212O,45.563856,-73.672408,26
JUIN2212O,45.563707,-73.672491,27
JUIN2212O,45.563437,-73.672669,28
JUIN2212O,45.563194,-73.672874,29
JUIN2212O,45.562957,-73.673118,30
JUIN2212O,45.562896,-73.67318,31
